date,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,return_1d,return_7d,return_30d,return_90d,return_365d,volatility_7d,volatility_30d,volatility_90d,volatility_365d,volume_mean_7d,volume_mean_30d,volume_mean_90d,volume_change_7d,volume_change_30d,quote_volume_mean_7d,quote_volume_mean_30d,quote_volume_mean_90d,quote_volume_change_7d,quote_volume_change_30d,trades_mean_7d,trades_mean_30d,trades_mean_90d,trades_change_7d,trades_change_30d,hl_range,hl_range_7d,hl_range_30d,hl_range_90d,ma_7d,ma_30d,ma_90d,ma_365d,distance_ma_7d,distance_ma_30d,distance_ma_90d,distance_ma_365d,future_volatility_30d,high_future_volatility
2019-01-11,3585.88,3658.0,3465.0,3601.31,38338.654733,137560743.6248598,264996,19907.350586,71430015.64522146,0.004302988387787643,-0.0502899517670049,0.04537300435413649,-0.43133589033827946,-0.7279726681763727,0.045311035247093415,0.04425302758165303,0.0401447580401234,0.042315596870128314,37792.295228571435,45752.62603616667,39126.30582584445,-0.17398631504348472,0.16935716445648397,144895797.49637875,171320870.2055309,170713529.86686006,-0.15424316183691122,0.0035576579029472644,251040.2857142857,259445.63333333333,216845.24444444446,-0.03239733701067349,0.19645526005437963,0.05359160971979641,0.05179188211034834,0.06022123101119661,0.05643817154729331,3834.7114285714283,3725.137,4860.475111111111,7199.469260273973,-0.06086544787501236,-0.03324092509886223,-0.2590621456393517,-0.4997811825002565,0.021307711242579484,0
2019-01-12,3601.31,3618.19,3530.0,3583.13,21999.928354,78908770.67658037,175679,11645.598846,41778835.50680978,-0.005048163029564234,-0.04980959755605996,0.08511959201225916,-0.43477869935987024,-0.7392192582101469,0.045313067153995,0.0434998079337892,0.040138890011128726,0.04226230384718732,36579.33245757143,45151.25974753334,39197.11157073334,-0.18984912797322784,0.15190272798686744,139612264.5537247,169457260.77050078,170484435.16232395,-0.17612108257311987,-0.006025033257993084,247041.14285714287,259952.56666666668,217729.3111111111,-0.049668383640465996,0.19392545422608864,0.02461255941034795,0.051898826345618695,0.05897728175857385,0.056522350275980446,3807.878571428572,3734.506,4829.850555555556,7171.642191780822,-0.05902199012198406,-0.04053441070920749,-0.2581281845504536,-0.5003752412374247,0.021440877574899393,0
2019-01-13,3584.1,3611.1,3441.3,3476.81,26385.757454,92882249.46737902,183113,13692.42064,48229503.0153272,-0.029672381409549753,-0.12809459323904104,0.07835815109004796,-0.48510773787486117,-0.7553265306122449,0.035839413519737164,0.043645046079031156,0.03950225154681371,0.04224101676966755,35126.75399257143,44547.685535766665,38481.97519526666,-0.21147970831461738,0.15762471416088042,132567041.30775782,167716622.10296017,164538854.5391218,-0.20957720442058658,0.019313174221003093,238843.57142857142,259905.5,214687.0888888889,-0.08103687136835724,0.21062473456200181,0.04883787149714817,0.04856835532767837,0.05896768342417006,0.054794229378015896,3734.9085714285716,3742.927333333333,4793.454,7142.236191780822,-0.06910438809747121,-0.07109871756348995,-0.27467542194000394,-0.5132042813144347,0.02066335018863682,0
2019-01-14,3477.56,3671.87,3467.02,3626.09,35235.211215,125631820.06705056,229452,18416.416902,65668831.10400985,0.04293590964130911,-0.08787935956935689,0.12901809622258487,-0.4635382223228248,-0.7309022121723281,0.04275632703662656,0.04420801427519909,0.039838380748367666,0.04223129913959408,35607.520414142855,44728.99119506667,38567.27801138889,-0.2039274872340483,0.1597653114606179,132395818.38978328,168718056.31717554,163866732.84850168,-0.21528364373229592,0.02960529806351242,240019.7142857143,262893.7,215291.27777777778,-0.08700849702478886,0.22110706347963216,0.05649335785929194,0.05317579489882206,0.05960286589445437,0.05504385176323662,3685.0,3756.739666666667,4758.640888888889,7115.2529041095895,-0.01598643147896872,-0.03477740760849457,-0.23799881422725555,-0.4903779178522716,0.01917045908403203,0
2019-01-15,3626.08,3648.42,3516.62,3553.06,34137.997459,122785440.2288754,231684,17225.622434,61971796.9125699,-0.02014015096150401,-0.10165784689757362,0.10047171126191268,-0.4729093636003555,-0.7375865310972805,0.042716076189542915,0.04444529696776597,0.03986408933360551,0.042239318835359425,34927.03103371429,45045.9641591,38650.573190055555,-0.22463573184150687,0.1654669113856746,127825331.7735703,170141965.67797747,163234996.260331,-0.24871367705072,0.04231304301089378,238417.7142857143,266431.0,216101.7,-0.10514274132621848,0.23289636314753648,0.03709478590285562,0.052450324815590595,0.059724348552442255,0.055233312191137085,3627.5614285714287,3767.552666666667,4723.220555555556,7087.891616438356,-0.020537606333731473,-0.05693156423913748,-0.24774632939365648,-0.49871411806584576,0.018819734375557284,0
2019-01-16,3553.06,3645.0,3543.51,3591.84,27480.179977,98504455.20666537,205159,14183.69988,50843136.81523343,0.010914535639702239,-0.09449031298450827,0.023584529278329436,-0.4573407302657819,-0.6704733944954129,0.04335839944308051,0.041647001760204874,0.039884884108230836,0.041022538930192,34711.42252885715,43736.578435100004,38732.39161267778,-0.20635258241874455,0.12919901441831616,125437546.75801554,165800228.59654808,162831963.98313358,-0.24344165373106652,0.018229004556635786,237834.7142857143,263809.1666666667,216847.88888888888,-0.09845924881667267,0.21656322327325217,0.0282557129493518,0.05372201768958994,0.057161013406633016,0.05516284699852415,3574.0171428571425,3770.311333333333,4689.585888888889,7067.869260273973,0.004986785577813402,-0.047335967127029366,-0.2340816257336913,-0.4918072381179319,0.01872588365146399,0
2019-01-17,3591.84,3634.7,3530.39,3616.21,29755.440838,106709136.97324342,217797,16010.503395,57427195.93767381,0.006784823377433247,0.008458174841322164,-0.010065754534653859,-0.4461209273259732,-0.6709182721664533,0.02353798572922663,0.04099434004087777,0.03989892632312605,0.041021658603051264,30476.16714714286,42682.772621133336,38832.200946766665,-0.28598436147389994,0.09915924362992579,108997516.60637917,162138407.32814848,162498885.3309579,-0.32775017096485104,-0.0022183413878514857,215411.42857142858,261187.96666666667,218019.66666666666,-0.1752628142844691,0.19800186221732297,0.028845116848855556,0.03967585916966392,0.05580367989578736,0.05527038000144885,3578.3499999999995,3769.085666666667,4657.2228888888885,7047.6704109589045,0.01058029538753913,-0.04056041177802894,-0.223526533671497,-0.486892861167726,0.018702487788155583,0
2019-01-18,3613.32,3620.0,3565.75,3594.87,22713.446755,81699723.54479145,177567,12611.083757,45362975.23668103,-0.005901205958724787,-0.0017882381688885118,-0.018390484460245382,-0.45436373019245946,-0.6720598578540171,0.023646828692912958,0.04100865395766577,0.03986747213236994,0.04102211553332186,28243.994578857142,40301.97614583334,38870.786774633336,-0.29919082685534326,0.03681915108890932,101017370.8806551,153107124.32835716,162003040.06483662,-0.34021769840042937,-0.05491202963178443,202921.57142857142,252639.33333333334,218761.42222222223,-0.19679343374123026,0.15486236452009017,0.015090949046836187,0.03417576478781246,0.05366550847169947,0.05524900439971816,3577.4300000000003,3766.8406666666665,4623.961444444445,7027.486575342465,0.004875008036495432,-0.04565382023945441,-0.22255623382865108,-0.488455799743052,0.018821896056155835,0
2019-01-19,3594.87,3720.0,3594.23,3665.3,22171.578123,81354185.90325992,175054,11637.258171,42690540.30785225,0.0195918072141692,0.022932464074705727,-0.09490273161432428,-0.44381808497885467,-0.6805833212781198,0.024588442088230706,0.03607891358923884,0.039953077422737765,0.04095749631806134,28268.51597442857,37656.23421706667,39044.74477831111,-0.24930050595402786,-0.035562034510102536,101366715.91303791,142486695.26570526,162427571.00165963,-0.2885882031019664,-0.12276780113734898,202832.2857142857,241790.93333333332,219950.7111111111,-0.16112534528058242,0.09929598368604187,0.034313698742258474,0.035561641835228246,0.050817154310902696,0.0554888099555154,3589.1685714285713,3754.03,4591.463555555555,7006.090191780821,0.021211438542471983,-0.023635932584449293,-0.2017142343283811,-0.47684087705580236,0.021752729051953173,0
2019-01-20,3665.75,3693.73,3475.0,3539.28,27901.938598,99767239.95381454,204941,13875.111381,49633530.63808028,-0.03438190598313917,0.017967619743385566,-0.07799075719131143,-0.4622135780708685,-0.7234924538708776,0.025687319335343847,0.035380594018402683,0.040064277245162316,0.04052273570940312,28485.113280714282,35841.503833266666,39174.61417762222,-0.20524782070456749,-0.08508342492520404,102350285.9825287,134952160.5987434,162349262.33946148,-0.2415809755958681,-0.16875408822882454,205950.57142857142,234082.73333333334,221098.13333333333,-0.12018042298191112,0.05872776854440498,0.061800705228182005,0.037413475225375935,0.049612236406661916,0.05600035597759802,3598.092857142857,3744.050666666667,4557.664444444445,6980.7185205479445,-0.016345564019033865,-0.05469227980533031,-0.22344436648595356,-0.4929920194343851,0.020622256711564518,0
2019-01-21,3539.26,3559.51,3475.5,3526.9,19644.436839,69316548.76685554,160825,10462.020278,36918177.63501831,-0.003497886575800746,-0.027354533395475555,-0.10686746469278863,-0.4618303779196187,-0.6941110147441457,0.018630138697590937,0.034898798186466344,0.04006471622298353,0.04020483030960288,26257.85979842857,35068.906698833336,39238.92345632223,-0.25124954638799424,-0.10627245577036881,94305247.22535798,131759859.97145306,162108670.75881365,-0.28426421183363393,-0.1872127545386746,196146.7142857143,231138.63333333333,221919.1,-0.15138931360364993,0.04154456886916602,0.023819785080382266,0.03274582197124599,0.0487686465510796,0.0561301476629733,3583.922857142857,3729.9836666666665,4524.035444444445,6958.792219178082,-0.015910737874619385,-0.05444626165029676,-0.22040840676191775,-0.49317354378249134,0.020698111956902722,0
2019-01-22,3526.88,3608.5,3434.85,3570.93,29336.442967,103804480.11605988,195484,15661.333001,55461347.6939766,0.012484051149734832,0.005029467557541967,-0.09129935796789079,-0.45610692254969154,-0.6681307242996083,0.017929925215590867,0.03501320540560587,0.04010399619276557,0.04007013063328126,25571.92344242857,34709.5370801,39432.08900065556,-0.2632594498907994,-0.11976418293428592,91593681.49495576,129928130.7480676,162386547.0154208,-0.29504349083142634,-0.19988365331932845,190975.2857142857,229040.86666666667,223082.67777777778,-0.16619558555801084,0.026708433609641702,0.04862878857888564,0.03439353663925027,0.04910426959337646,0.056530899592528765,3586.4757142857147,3718.0243333333337,4490.762444444445,6939.0960000000005,-0.004334537725654397,-0.03956249882890328,-0.20482767811118052,-0.4853897395280308,0.020754800932248345,0
2019-01-23,3570.41,3607.98,3514.5,3552.82,24938.842698,88816396.34583545,192892,13136.693253,46789527.0087881,-0.005071507982514323,-0.010863512851351897,-0.11357007592296431,-0.45576424344639854,-0.6710102063304806,0.017446857404712694,0.034755506601326404,0.04010409239789052,0.0400692325482181,25208.875259714285,33385.90486573333,39594.26835014445,-0.2449246063242635,-0.15679955061951445,90209673.08626577,124067711.72406508,162621263.1365305,-0.27289967846833396,-0.23707570995865002,189222.85714285713,222123.83333333334,224386.33333333334,-0.14811997297517776,-0.010083056157609072,0.02631149340523866,0.03411579099009126,0.04770945212105753,0.05670020859576418,3580.901428571429,3702.851333333333,4457.703888888888,6919.2429589041085,-0.007841999879519612,-0.04051778476298529,-0.20299326995325306,-0.4865305321548201,0.02069720098185566,0
2019-01-24,3552.97,3589.0,3529.22,3569.62,20826.25118,74037052.86632736,162159,10975.97457,39023591.88152408,0.004728638095935045,-0.012883654433785696,-0.04703146732731944,-0.45407218331668864,-0.6854957581460424,0.017302259929840916,0.03274149484549468,0.04011201686176043,0.039973414069814785,23933.276737142856,31989.258924,39720.74331707778,-0.2518339735845875,-0.1946460148381377,85542232.49956349,118682803.38785727,162757313.85952944,-0.2792365021913906,-0.270798954753649,181274.57142857142,215649.9,225321.6,-0.1594034060364905,-0.042923980656981,0.0167468806203462,0.03238747152887563,0.044943149133426855,0.0567418613171559,3574.2457142857143,3696.9790000000003,4424.714888888889,6897.9268767123285,-0.0012941791514853307,-0.03444947888532779,-0.19325423453523705,-0.4825082863590252,0.02168782130884579,0
2019-01-25,3569.07,3587.15,3522.51,3565.29,17608.346671,62634926.45524528,153413,9690.398152,34473989.38670668,-0.0012130142704265268,-0.00822839212544546,-0.05623732707915308,-0.45196599852434827,-0.6809660974634171,0.017203946230082937,0.0326911638817282,0.04011496414229858,0.039967602587638575,23203.976725142857,31155.224619133336,39829.981526044445,-0.25521394858143265,-0.21779465052572944,82818690.05819975,115447127.4528936,162890288.37520537,-0.28262667174640077,-0.2912583763927661,177824.0,211838.8,226061.2111111111,-0.16056926304340846,-0.06291398263862558,0.01813036246700826,0.03282167344604307,0.043955625689128724,0.05678052695576019,3570.02,3689.8973333333333,4392.044777777778,6877.077616438356,-0.0013249225494534889,-0.03376986459966547,-0.18823915046605866,-0.4815690328290251,0.027869621246621092,0
2019-01-26,3566.69,3662.94,3545.0,3565.25,19476.532344,69841766.64693148,135369,10203.400315,36578851.51879908,-1.1219283704844152e-05,-0.027296537800452936,-0.000745534500589895,-0.4506489284167934,-0.6784876905041032,0.014696357341628405,0.031051043187637222,0.04011807238490691,0.03996677891400657,22818.970185285714,30334.529266866666,39982.56595511111,-0.24775591588922175,-0.24130609073655773,81174058.73586711,112377991.3453545,163251881.81280777,-0.27766942829217334,-0.3116282023982281,172154.7142857143,207593.33333333334,226769.23333333334,-0.17071173952737273,-0.08456129483761532,0.03308042914241639,0.03264549207463706,0.042451925520510116,0.057043360931720286,3555.727142857143,3689.8086666666663,4359.548333333334,6856.464602739727,0.0026781743256050206,-0.03375748661222355,-0.18219739124351197,-0.4800162756509547,0.028116267995388123,0
2019-01-27,3565.62,3579.0,3486.0,3550.84,22735.598162,80743416.84653682,163855,11568.567399,41100311.44740031,-0.004041792300680136,0.0032662010352388915,-0.07512385199231109,-0.4403278430136338,-0.6909894700200157,0.006222876463484854,0.02757477213697985,0.04007946481996125,0.03991561456969465,22080.921551571428,29560.239039366665,40081.5478895,-0.2530195198298194,-0.2624975681862216,78456369.72054172,109381487.93199643,163165867.32181102,-0.282727167056652,-0.3296300891395134,166285.2857142857,204687.16666666666,227083.33333333334,-0.18761254834758867,-0.09862532110091748,0.0261909857949105,0.027558389298455416,0.04031040175571314,0.05700160772356241,3557.378571428572,3680.1946666666668,4328.507666666666,6834.710739726027,-0.0018380308132193157,-0.03514886531364647,-0.17966184342363412,-0.4804696006575492,0.028123696128234506,0
2019-01-28,3550.05,3557.75,3380.27,3434.15,40405.111401,139258708.7643088,260799,20334.271739,70100390.81728584,-0.03286264658503346,-0.02629788199268479,-0.07067588192632845,-0.4575548068432932,-0.7109289180510019,0.014172828295712637,0.027382907465458416,0.040180196845144234,0.0399018607951729,25046.732203285716,29611.263622633334,40431.85828967778,-0.154148484763032,-0.26762545984207053,88448106.86303505,109083271.55388217,164086592.53938234,-0.18916892019189468,-0.3352091120564823,180567.2857142857,205219.0,228924.25555555554,-0.12012393728511639,-0.10355065040193057,0.051680910851302365,0.03153855012287257,0.040030565850541516,0.057438962266691165,3544.128571428572,3671.4890000000005,4296.32188888889,6811.571561643836,-0.031031202512001865,-0.0646437998316215,-0.20067674424456672,-0.49583587738580004,0.0273101539402486,0
2019-01-29,3434.0,3443.45,3349.92,3411.04,29544.928977,100542807.46479908,189650,15626.311231,53180295.18051735,-0.006729467262641453,-0.04477545065291111,-0.10280885134051043,-0.4646771072500797,-0.6968233934761354,0.012242352720202514,0.02676120571695257,0.04015833507166073,0.03981488652790136,25076.515919,29488.6822798,40625.147631466665,-0.14962236423234043,-0.2741273817068124,87982153.62714064,108269157.48536782,164348507.1969728,-0.18737565091858122,-0.34122214231245496,179733.85714285713,204243.03333333333,229792.01111111112,-0.12000005968612981,-0.11118305486009306,0.027419789858811314,0.028508693162861955,0.03879125519933473,0.05742455355290892,3521.2871428571425,3658.46,4263.42311111111,6790.092219178083,-0.0313087625020233,-0.06762954904522667,-0.19992927957107376,-0.49764452530323744,0.027254183222901632,0
2019-01-30,3410.04,3478.0,3387.1,3458.18,23968.260243,82521122.86191754,180820,13324.339628,45877250.0578734,0.013819832074675187,-0.026637994607100923,-0.06608874125685282,-0.4605023400936038,-0.6622049697631553,0.01447704580474155,0.02657980316465794,0.04019335924185617,0.039557358926190986,24937.86128257143,29287.898342899996,40790.361235933335,-0.14852677407572012,-0.2819897285660836,87082828.84372379,107291621.043529,164620612.0417549,-0.1883538714696682,-0.3482491669007086,178009.2857142857,203926.76666666666,230805.55555555556,-0.12709209965921242,-0.11645642074858586,0.026285502778918418,0.028504980216244778,0.038050057653627824,0.05755369217799624,3507.7671428571425,3650.302666666667,4230.6251111111105,6771.518712328767,-0.014136383869755131,-0.052631982662990295,-0.182584155018226,-0.48930511057973425,0.027193179095173256,0
2019-01-31,3457.5,3489.2,3418.8,3434.1,29607.190253,101928346.97699684,198100,15325.828783,52764623.95051864,-0.0069632002961095285,-0.037964825387576284,-0.09560880030759988,-0.46625572351794686,-0.666109225967662,0.014001301816177472,0.026082702566598042,0.04017997902935645,0.03955651948601671,26192.281150142855,29483.4151169,41011.11400897778,-0.11162661970155063,-0.28108719235362,91067299.4309623,107750924.3063521,165057711.13905212,-0.15483509754362512,-0.3471924240147871,183143.7142857143,205389.2,231790.2,-0.10830893598244562,-0.11390041511677373,0.020500276637255652,0.029041179647231845,0.037257201455106394,0.05765689142442529,3488.407142857143,3638.201333333333,4197.293111111111,6752.748849315069,-0.015567891198807526,-0.056099515841344205,-0.18182983434985267,-0.4914515441591878,0.027133010900333834,0
2019-02-01,3434.1,3488.0,3401.2,3462.07,25260.476159,87075914.2326683,167520,13533.344628,46664199.94907889,0.008144783203750672,-0.028951361600318526,-0.1027559504063692,-0.4579581624808794,-0.6246883306665278,0.014889470625945159,0.02591974130039775,0.040207951687895364,0.039203933383955766,27285.44250557143,29153.54887656667,41206.66106101112,-0.06407818063264348,-0.29250397567030373,94558869.11345132,106190900.539224,165481507.54230487,-0.10953887166138243,-0.35829143620729587,185159.0,203688.6,232720.02222222224,-0.09097023593858466,-0.12474827883309669,0.025071705655864897,0.030032800102782788,0.036955281227314105,0.05777025419644322,3473.6614285714286,3624.985,4164.792888888889,6736.961315068493,-0.003336948292106734,-0.044942254933468706,-0.16872937205680982,-0.48610807779815757,0.027150959157456273,0
2019-02-02,3462.2,3526.4,3440.29,3504.77,17920.802,62134037.97539881,153234,9637.41923,33417963.69624554,0.012333661653288308,-0.016963747282799257,-0.06955808409304509,-0.45962826769043386,-0.6050086610774448,0.01613255359001558,0.025772618231118826,0.04019056175080534,0.039164876163683505,27063.19531357143,28770.67733126667,41288.08780608889,-0.05934799511444344,-0.30317244367457097,93457765.01751806,104540122.71522848,165414446.03995433,-0.10601056713793244,-0.36801092517652434,187711.14285714287,202136.0,233020.4,-0.07136213807959557,-0.1325394686473802,0.02456937259791659,0.02881693488213996,0.036599605392024025,0.05775886746869349,3465.0214285714287,3616.251333333333,4131.669777777777,6722.253753424657,0.01147137824338329,-0.030827872030281034,-0.15173036846980448,-0.478631701724367,0.02756163080766587,0
2019-02-03,3504.06,3511.09,3426.0,3458.11,19867.33639,68801620.06241606,138592,10126.716143,35070884.46205618,-0.013313284466598296,-0.026114947449054293,-0.0880535652595853,-0.46543278007849753,-0.6241168439862781,0.0166683708782037,0.02579678203378642,0.0401962291695089,0.03911697574805181,26653.443631857142,28448.9367219,41408.97063091111,-0.06311283643373178,-0.3129764809786568,91751794.04835796,103132358.36262028,165533050.5613221,-0.11034911345910936,-0.37696817636780844,184102.14285714287,200348.0,233291.03333333333,-0.08108819225975372,-0.1412100279322065,0.0246059263586179,0.02859049781981245,0.036364338069514696,0.05790624663462312,3451.7742857142853,3605.1213333333335,4098.2155555555555,6706.522657534247,0.0018354949545618116,-0.040778470331650385,-0.15619128542124294,-0.4843661646151173,0.028158406196641023,0
